age,income,type
41,24247,fake
35,84762,fake
18,119744,fake
24,110768,fake
42,51255,fake
42,41655,fake
41,92401,fake
55,63885,fake
31,40157,fake
45,139024,fake
20,94810,fake
31,32976,fake
30,134513,fake
42,143115,fake
51,133664,fake
42,87720,fake
34,72190,fake
53,117753,fake
38,44689,fake
61,141171,fake
20,87361,fake
22,121490,fake
37,133926,fake
42,31485,fake
52,110358,fake
58,71240,fake
26,31479,fake
20,60474,fake
19,79036,fake
50,117628,fake
32,63379,fake
43,24991,fake
29,33369,fake
45,17800,fake
30,59272,fake
55,145129,fake
44,58821,fake
50,49003,fake
63,40974,fake
19,113948,fake
26,27748,fake
65,120683,fake
53,132003,fake
30,123801,fake
55,142512,fake
26,66077,fake
45,29482,fake
55,98619,fake
19,78868,fake
54,99633,fake
53,78733,fake
20,24423,fake
46,23463,fake
36,56503,fake
43,75303,fake
40,71962,fake
53,33769,fake
45,85777,fake
34,95882,fake
27,126526,fake
55,149519,fake
55,133127,fake
63,84640,fake
29,110927,fake
38,64322,fake
60,100894,fake
36,128073,fake
52,43542,fake
33,52886,fake
30,89787,fake
48,125138,fake
19,111597,fake
49,118391,fake
40,30898,fake
41,112293,fake
36,147271,fake
52,125872,fake
26,42763,fake
32,26457,fake
28,131752,fake
26,118544,fake
42,99046,fake
32,70905,fake
33,97065,fake
64,76333,fake
20,134267,fake
49,123769,fake
54,109431,fake
28,84947,fake
38,64064,fake
60,126907,fake
48,130355,fake
22,19096,fake
23,40985,fake
26,31630,fake
45,84873,fake
24,107288,fake
35,78270,fake
40,83901,fake
43,49483,fake
28,32485,fake
53,45193,fake
41,129945,fake
39,28137,fake
38,70793,fake
48,140001,fake
44,88127,fake
21,136470,fake
18,21303,fake
53,136146,fake
61,37562,fake
58,38532,fake
43,67886,fake
62,28343,fake
39,132697,fake
46,138863,fake
34,134158,fake
52,117006,fake
29,111386,fake
30,91315,fake
21,99308,fake
37,92712,fake
32,32780,fake
23,77362,fake
58,19411,fake
47,70426,fake
64,22462,fake
22,81487,fake
53,69150,fake
41,49678,fake
37,84867,fake
39,38317,fake
19,51110,fake
49,96447,fake
23,124922,fake
57,107579,fake
65,129737,fake
21,108256,fake
54,37553,fake
26,55283,fake
27,134710,fake
62,68890,fake
24,99529,fake
50,118687,fake
30,132625,fake
37,112659,fake
37,138299,fake
41,16845,fake
54,99765,fake
57,122527,fake
18,34878,fake
51,93478,fake
60,137841,fake
24,81067,fake
40,90352,fake
29,80160,fake
45,59074,fake
34,35794,fake
31,79723,fake
61,132233,fake
30,146267,fake
35,86029,fake
26,142376,fake
44,107567,fake
64,113611,fake
44,42899,fake
30,60760,fake
64,41656,fake
24,124514,fake
22,59638,fake
42,99285,fake
40,68190,fake
56,105202,fake
34,83607,fake
61,52035,fake
40,17315,fake
50,100768,fake
53,101526,fake
33,84176,fake
62,107364,fake
55,60519,fake
20,94343,fake
53,97876,fake
64,114050,fake
64,102601,fake
35,146820,fake
34,55022,fake
36,104251,fake
64,23959,fake
18,61728,fake
54,38044,fake
29,85987,fake
63,55353,fake
34,103722,fake
31,58295,fake
48,138180,fake
56,124618,fake
64,146707,fake
61,15610,fake
23,28303,fake
60,54014,fake
65,107173,fake
18,79045,fake
57,47003,fake
58,23722,fake
41,43559,fake
33,36202,fake
53,131563,fake
50,19744,fake
39,120551,fake
24,20454,fake
35,31698,fake
61,110287,fake
49,89837,fake
44,25981,fake
19,56723,fake
29,68615,fake
52,22308,fake
31,113374,fake
30,138226,fake
48,77665,fake
55,125576,fake
24,27696,fake
49,81497,fake
60,63154,fake
50,82131,fake
43,142313,fake
40,137355,fake
37,39128,fake
31,15850,fake
52,21444,fake
55,88966,fake
49,114665,fake
38,46400,fake
38,72522,fake
26,24525,fake
52,25404,fake
42,29803,fake
26,71357,fake
25,73761,fake
55,100285,fake
20,114742,fake
62,25626,fake
48,103013,fake
59,123783,fake
52,102443,fake
52,68759,fake
43,130282,fake
24,35518,fake
40,90890,fake
62,131805,fake
45,41651,fake
24,100933,fake
20,92371,fake
50,107288,fake
65,84368,fake
22,26099,fake
49,48621,fake
64,120125,fake
32,114494,fake
58,39345,fake
29,27233,fake
59,36680,fake
50,137259,fake
63,55371,fake
44,66070,fake
50,17924,fake
29,92763,fake
31,46184,fake
51,93916,fake
64,123571,fake
37,64101,fake
57,134709,fake
36,43506,fake
48,27716,fake
49,73148,fake
59,32765,fake
21,62439,fake
62,139507,fake
28,20110,fake
23,75120,fake
45,56599,fake
35,99554,fake
27,143037,fake
28,149533,fake
47,139453,fake
30,137104,fake
21,21616,fake
35,78305,fake
35,75837,fake
40,116674,fake
23,36939,fake
61,45389,fake
58,53732,fake
29,21767,fake
19,23242,fake
63,63235,fake
22,82339,fake
63,116522,fake
45,26385,fake
46,109804,fake
51,104561,fake
36,85251,fake
41,133727,fake
50,119774,fake
29,32974,fake
40,53956,fake
37,95651,fake
21,113553,fake
20,138148,fake
52,109098,fake
20,59046,fake
53,86637,fake
33,140912,fake
39,78880,fake
25,130787,fake
63,78073,fake
35,144018,fake
44,100839,fake
37,59167,fake
48,123865,fake
35,115570,fake
35,98876,fake
61,91505,fake
39,23644,fake
61,58758,fake
55,18368,fake
48,21402,fake
40,58695,fake
48,76137,fake
34,144511,fake
60,80256,fake
38,30238,fake
41,78266,fake
41,98841,fake
41,55498,fake
29,129732,fake
64,35195,fake
22,22426,fake
50,67181,fake
54,51862,fake
58,70464,fake
48,125535,fake
21,51204,fake
52,73213,fake
50,142814,fake
35,116182,fake
24,33183,fake
41,104237,fake
27,77706,fake
49,57455,fake
44,86955,fake
29,91351,fake
51,137156,fake
20,112214,fake
23,47174,fake
31,75507,fake
27,102027,fake
65,62612,fake
49,122396,fake
35,78016,fake
44,77893,fake
48,130322,fake
49,106602,fake
42,120715,fake
57,125437,fake
34,34358,fake
49,41858,fake
34,146747,fake
49,97158,fake
24,45055,fake
46,37986,fake
51,47159,fake
28,19102,fake
53,138314,fake
21,68832,fake
55,41195,fake
32,34428,fake
59,47349,fake
21,101684,fake
62,115438,fake
36,104734,fake
56,61673,fake
59,71891,fake
34,28737,fake
27,136269,fake
26,130901,fake
24,75656,fake
23,15513,fake
52,65356,fake
35,122861,fake
52,61293,fake
25,60264,fake
51,141494,fake
18,87724,fake
47,99018,fake
50,92006,fake
22,85522,fake
53,93954,fake
64,27977,fake
40,126247,fake
57,34513,fake
63,147297,fake
30,104368,fake
63,142136,fake
60,67369,fake
31,23371,fake
57,42954,fake
24,133523,fake
44,26423,fake
22,25734,fake
64,17021,fake
62,144002,fake
36,93192,fake
48,31533,fake
46,140306,fake
26,141921,fake
24,37450,fake
48,134102,fake
60,95656,fake
41,46694,fake
44,68534,fake
22,146505,fake
23,47342,fake
23,61715,fake
42,72225,fake
34,37071,fake
43,122725,fake
47,106478,fake
64,105463,fake
25,69142,fake
45,101526,fake
31,53016,fake
35,125089,fake
54,65194,fake
27,25032,fake
31,24000,fake
48,97969,fake
51,104053,fake
56,88908,fake
22,51788,fake
35,27512,fake
32,58651,fake
65,145565,fake
25,127669,fake
22,46742,fake
63,40217,fake
19,44763,fake
19,136280,fake
52,19815,fake
59,111230,fake
43,49056,fake
55,71675,fake
48,149106,fake
31,51348,fake
47,99660,fake
27,90560,fake
18,40351,fake
39,118295,fake
28,113750,fake
20,131302,fake
44,97294,fake
47,80413,fake
28,118850,fake
26,130543,fake
33,51162,fake
20,28722,fake
19,62806,fake
54,100443,fake
59,78079,fake
25,139369,fake
36,110729,fake
32,64560,fake
51,142142,fake
61,51221,fake
24,28304,fake
31,77479,fake
33,135803,fake
26,94489,fake
65,124075,fake
36,99347,fake
54,31671,fake
22,84150,fake
58,98877,fake
43,69542,fake
37,31553,fake
64,18588,fake
31,128122,fake
65,123441,fake
36,124539,fake
34,91808,fake
47,103594,fake
52,126986,fake
64,97990,fake
23,75507,fake
33,59264,fake
40,140263,fake
19,22769,fake
26,138229,fake
58,84134,fake
51,144646,fake
38,110813,fake
19,91143,fake
44,126654,fake
29,59527,fake
37,29012,fake
50,48260,fake
48,149732,fake
51,51285,fake
37,128746,fake
64,98630,fake
59,116321,fake
19,26772,fake
43,141935,fake
50,61949,fake
34,46704,fake
38,111606,fake
51,57582,fake
57,102297,fake
28,122476,fake
56,136355,fake
24,143679,fake
53,149597,fake
63,106234,fake
30,77367,fake
57,93062,fake
32,138367,fake
40,64592,fake
32,126301,fake
30,62228,fake
63,96541,fake
61,19182,fake
28,96745,fake
43,114664,fake
34,19795,fake
65,39011,fake
47,44331,fake
29,94764,fake
59,32813,fake
49,20034,fake
52,108888,fake
64,81072,fake
54,69886,fake
44,143249,fake
43,59549,fake
21,110794,fake
63,74134,fake
45,33494,fake
33,57793,fake
41,137576,fake
23,96197,fake
62,100478,fake
46,21549,fake
40,19775,fake
25,132777,fake
47,24211,fake
37,44782,fake
64,120035,fake
47,110846,fake
57,114754,fake
50,93469,fake
59,15332,fake
26,122669,fake
22,98837,fake
25,135659,fake
31,64215,fake
48,37919,fake
38,121212,fake
65,134383,fake
34,87756,fake
63,30169,fake
21,29370,fake
64,110605,fake
29,46521,fake
46,105518,fake
24,118811,fake
20,30704,fake
24,123820,fake
45,84343,fake
65,133135,fake
41,79915,fake
46,29691,fake
50,19250,fake
46,78014,fake
65,19880,fake
47,138568,fake
58,103959,fake
54,98908,fake
22,18608,fake
31,30901,fake
34,16349,fake
53,47545,fake
54,93468,fake
18,81540,fake
34,32892,fake
32,90223,fake
49,18933,fake
33,37967,fake
30,36210,fake
24,83404,fake
54,73870,fake
57,62566,fake
37,87183,fake
46,149165,fake
64,135586,fake
55,113933,fake
59,129311,fake
52,142590,fake
53,68736,fake
60,93283,fake
21,58843,fake
46,148146,fake
47,72159,fake
31,90980,fake
55,79953,fake
49,142638,fake
35,57647,fake
52,137396,fake
50,44227,fake
20,149399,fake
60,135517,fake
25,15484,fake
57,99201,fake
46,139469,fake
29,135375,fake
47,36375,fake
59,141777,fake
27,100020,fake
61,149887,fake
20,138342,fake
33,27923,fake
49,104674,fake
62,25762,fake
45,70658,fake
52,104690,fake
31,48323,fake
50,111675,fake
46,123957,fake
19,46272,fake
58,110202,fake
25,90405,fake
28,126911,fake
52,94718,fake
42,20900,fake
34,42643,fake
59,83705,fake
35,118562,fake
41,63297,fake
31,105680,fake
45,139352,fake
53,82841,fake
34,46457,fake
22,53096,fake
45,91013,fake
45,36577,fake
48,84981,fake
23,113805,fake
25,104947,fake
31,126405,fake
56,30671,fake
40,44038,fake
46,24208,fake
47,124826,fake
53,139257,fake
38,21957,fake
49,54149,fake
19,120237,fake
44,54611,fake
46,97373,fake
18,131760,fake
26,66399,fake
19,78006,fake
59,138297,fake
58,30803,fake
34,124534,fake
41,81362,fake
20,31426,fake
47,30858,fake
41,34262,fake
21,114218,fake
34,19910,fake
53,45486,fake
50,78758,fake
21,17331,fake
54,33076,fake
26,143756,fake
50,46876,fake
27,144100,fake
51,90985,fake
56,57070,fake
57,66969,fake
56,93931,fake
44,90186,fake
62,116004,fake
44,53330,fake
27,53525,fake
58,125524,fake
29,120329,fake
29,52520,fake
63,130379,fake
54,43197,fake
18,140939,fake
59,106155,fake
44,134560,fake
47,125122,fake
39,140837,fake
21,32976,fake
58,50986,fake
26,57126,fake
50,48976,fake
31,101436,fake
31,52415,fake
54,84929,fake
49,19316,fake
31,44310,fake
41,80445,fake
30,89602,fake
48,133209,fake
62,26093,fake
58,125161,fake
48,130107,fake
47,64748,fake
21,66053,fake
30,117191,fake
65,37434,fake
55,121244,fake
41,104850,fake
33,112547,fake
30,142943,fake
36,100464,fake
47,70455,fake
50,138171,fake
50,79298,fake
51,149727,fake
38,46380,fake
64,115061,fake
44,107472,fake
26,138959,fake
31,149790,fake
55,82739,fake
53,140144,fake
62,138509,fake
28,17382,fake
37,67689,fake
64,32576,fake
54,35364,fake
43,119659,fake
55,136865,fake
26,40091,fake
43,107372,fake
44,91578,fake
50,24864,fake
63,20298,fake
22,41613,fake
38,93945,fake
57,149522,fake
36,107480,fake
20,26505,fake
47,89896,fake
32,76106,fake
58,91977,fake
62,42029,fake
64,65626,fake
65,105826,fake
25,63240,fake
18,54280,fake
38,98570,fake
60,114378,fake
59,75554,fake
26,33209,fake
60,129312,fake
36,126476,fake
44,57108,fake
49,79387,fake
25,93345,fake
31,105827,fake
22,97209,fake
48,120371,fake
36,132718,fake
59,40540,fake
48,127334,fake
23,87497,fake
26,58634,fake
37,139644,fake
40,120706,fake
50,102340,fake
65,111380,fake
58,127986,fake
40,41402,fake
31,131406,fake
61,55637,fake
23,57979,fake
32,80043,fake
41,37320,fake
35,46986,fake
60,149025,fake
46,146866,fake
62,132165,fake
59,86422,fake
20,123438,fake
42,48157,fake
35,43574,fake
42,42215,fake
24,148542,fake
26,63892,fake
41,141758,fake
29,122590,fake
35,132057,fake
22,71149,fake
51,112320,fake
56,25556,fake
46,63909,fake
55,124342,fake
55,44817,fake
19,124915,fake
45,137222,fake
25,111436,fake
24,128923,fake
57,93344,fake
21,85263,fake
52,58089,fake
39,85457,fake
29,58377,fake
23,45821,fake
43,46476,fake
28,47091,fake
59,142602,fake
63,111720,fake
54,125759,fake
38,26871,fake
37,121691,fake
23,38701,fake
47,123070,fake
25,83959,fake
32,21553,fake
54,135194,fake
36,63609,fake
33,63414,fake
53,127861,fake
31,118620,fake
26,42914,fake
40,71325,fake
23,48013,fake
61,123636,fake
60,22791,fake
42,68847,fake
35,107563,fake
62,93346,fake
20,73447,fake
30,75656,fake
55,115831,fake
28,91040,fake
56,110657,fake
64,62376,fake
20,86854,fake
53,138060,fake
25,93452,fake
46,125673,fake
56,103029,fake
62,103107,fake
62,114920,fake
51,95564,fake
42,89293,fake
65,43875,fake
31,81097,fake
37,133918,fake
42,83599,fake
27,133571,fake
54,98285,fake
22,149282,fake
34,19042,fake
19,49514,fake
41,82807,fake
28,142245,fake
36,48591,fake
27,110978,fake
62,133145,fake
48,137115,fake
44,50256,fake
58,121808,fake
24,30808,fake
59,94470,fake
19,93760,fake
24,103867,fake
54,74498,fake
59,35597,fake
54,96273,fake
40,25095,fake
18,67053,fake
41,85792,fake
18,65102,fake
36,27560,fake
34,26811,fake
22,129872,fake
29,137768,fake
34,58750,fake
53,58415,fake
31,149486,fake
42,132612,fake
44,41170,fake
40,27718,fake
59,85285,fake
19,54914,fake
30,35336,fake
24,34471,fake
38,115750,fake
21,125808,fake
44,78185,fake
24,70401,fake
52,145048,fake
49,107072,fake
59,18520,fake
26,125092,fake
47,38273,fake
42,20328,fake
52,127281,fake
33,118678,fake
56,16623,fake
49,15624,fake
18,93399,fake
53,149206,fake
55,52003,fake
49,118624,fake
42,75927,fake
32,64637,fake
50,18021,fake
28,66554,fake
63,68122,fake
65,60247,fake
19,62493,fake
30,37293,fake
31,127365,fake
31,110991,fake
20,146265,fake
40,86922,fake
52,109974,fake
42,40808,fake
41,74896,fake
57,55755,fake
47,102279,fake
28,76203,fake
57,18117,fake
35,99013,fake
34,91834,fake
60,81042,fake
63,125016,fake
37,60997,fake
65,67931,fake
33,125208,fake
50,48425,fake
22,129381,fake
26,98205,fake
45,138110,fake
53,129596,fake
55,71692,fake
57,107963,fake
24,98862,fake
59,72030,fake
59,37194,fake
64,67411,fake
59,63930,fake
39,142651,fake
32,130409,fake
29,23325,fake
33,51553,fake
21,54936,fake
62,128179,fake
64,127673,fake
56,21391,fake
20,63497,fake
19,84869,fake
24,44144,fake
26,108301,fake
34,50690,fake
62,35583,fake
61,66241,fake
37,70052,fake
56,44579,fake
51,83926,fake
25,90223,fake
40,74536,fake
44,130841,fake
48,35100,fake
53,141158,fake
40,132690,fake
24,57725,fake
20,53555,fake
55,31152,fake
28,29191,fake
59,18491,fake
30,17459,fake
36,58477,fake
28,89920,fake
31,115968,fake
27,131926,fake
44,91040,fake
34,20156,fake
58,138126,fake
21,124279,fake
49,119553,fake
45,120174,fake
63,51164,fake
33,140776,fake
49,135803,fake
60,90015,fake
62,93776,fake
37,85827,fake
51,35166,fake
57,77009,fake
45,92121,fake
61,21016,fake
36,138945,fake
44,94536,fake
36,88352,fake
22,96859,fake
51,53389,fake
48,84344,fake
42,101324,fake
47,39566,fake
18,20282,fake
40,73959,fake
47,136287,fake
55,107766,fake
51,36782,fake
63,86376,fake
62,78531,fake
48,117428,fake
52,85919,fake
24,115107,fake
62,64684,fake
37,74807,fake
36,65127,fake
61,73376,fake
46,103486,fake
52,108300,fake
31,137934,fake
25,130845,fake
64,123060,fake
51,35039,fake
26,30901,fake
62,76009,fake
18,73881,fake
52,25517,fake
50,76347,fake
45,66451,fake
35,58756,fake
40,33304,fake
59,72414,fake
45,95365,fake
61,126311,fake
27,114135,fake
44,17994,fake
46,104328,fake
49,144461,fake
24,52010,fake
19,63507,fake
61,20278,fake
57,98943,fake
18,107256,fake
34,24518,fake
39,147355,fake
33,51922,fake
49,94852,fake
39,45144,fake
38,51449,fake
20,138013,fake
31,94102,fake
45,18535,fake
26,101232,fake
26,86968,fake
51,101431,fake
59,77503,fake
44,28111,fake
40,64461,fake
21,54876,fake
56,126324,fake
49,109269,fake
19,36500,fake
32,140567,fake
59,86312,fake
52,27147,fake
49,109665,fake
34,144375,fake
48,40568,fake
49,54065,fake
26,31514,fake
32,20938,fake
57,77843,fake
49,109790,fake
48,139149,fake
48,38836,fake
59,66113,fake
25,28447,fake
61,123424,fake
55,69498,fake
47,97895,fake
64,109986,fake
27,95428,fake
37,56790,fake
25,109300,fake
50,107449,fake
20,108205,fake
24,133012,fake
44,92046,fake
28,120951,fake
32,68331,fake
25,101346,fake
44,70119,fake
60,49195,fake
57,145384,fake
31,70781,fake
50,128170,fake
62,95713,fake
33,149350,fake
37,126273,fake
62,123848,fake
40,77590,fake
42,41707,fake
31,141450,fake
64,120555,fake
62,79665,fake
59,67455,fake
27,127556,fake
19,115070,fake
43,33652,fake
59,29119,fake
51,135541,fake
48,111629,fake
64,141329,fake
27,92630,fake
29,75112,fake
64,49035,fake
31,49178,fake
60,57537,fake
39,61146,fake
59,34895,fake
49,42582,fake
31,66753,fake
19,18071,fake
55,141506,fake
22,22522,fake
43,74353,fake
47,108616,fake
32,27963,fake
56,92660,fake
63,75557,fake
44,78657,fake
22,47283,fake
56,110397,fake
55,139894,fake
35,30757,fake
22,97348,fake
65,82066,fake
47,117359,fake
31,23989,fake
59,67171,fake
43,121464,fake
48,74230,fake
42,95000,fake
58,29954,fake
49,145635,fake
30,124327,fake
30,104405,fake
41,114852,fake
19,54519,fake
23,94826,fake
55,45356,fake
31,111096,fake
21,44783,fake
64,139458,fake
33,143189,fake
64,75684,fake
63,74592,fake
19,58272,fake
20,86403,fake
33,68934,fake
64,57916,fake
64,47171,fake
23,147654,fake
33,135999,fake
45,89486,fake
36,71851,fake
47,85208,fake
60,60952,fake
22,97576,fake
40,36427,fake
25,101797,fake
49,65284,fake
18,61318,fake
56,106442,fake
65,60422,fake
52,63187,fake
51,27113,fake
20,137706,fake
18,133841,fake
45,55278,fake
28,67508,fake
55,132959,fake
34,131435,fake
40,22852,fake
44,32143,fake
61,80998,fake
19,17767,fake
31,85016,fake
32,89809,fake
51,133970,fake
24,35021,fake
27,19905,fake
44,144941,fake
34,57686,fake
34,38057,fake
63,34160,fake
29,115443,fake
49,37035,fake
45,102440,fake
53,136860,fake
64,37815,fake
20,143960,fake
44,30881,fake
56,75371,fake
42,138420,fake
42,108234,fake
26,127527,fake
55,60747,fake
27,88404,fake
63,123997,fake
26,55587,fake
23,50689,fake
58,87241,fake
59,22325,fake
26,84512,fake
23,145044,fake
34,103506,fake
18,123358,fake
19,123668,fake
47,39055,fake
31,43315,fake
58,15738,fake
21,34458,fake
51,141877,fake
44,18273,fake
51,67889,fake
47,131276,fake
53,103329,fake
40,36952,fake
59,29246,fake
42,93969,fake
20,107222,fake
32,130657,fake
35,124117,fake
40,112255,fake
63,48880,fake
62,56152,fake
35,69795,fake
23,111652,fake
42,91292,fake
59,26941,fake
43,88305,fake
19,112234,fake
20,111713,fake
22,95736,fake
51,56924,fake
31,75839,fake
32,27082,fake
49,102309,fake
30,123709,fake
63,87527,fake
25,92024,fake
45,70891,fake
29,127624,fake
62,17048,fake
45,42448,fake
45,133250,fake
57,140288,fake
62,29229,fake
33,74328,fake
37,94655,fake
46,110022,fake
63,86986,fake
52,147440,fake
40,106582,fake
62,131402,fake
39,32571,fake
65,122281,fake
42,87098,fake
57,59733,fake
19,95121,fake
53,95674,fake
57,144544,fake
50,62328,fake
20,148260,fake
37,58918,fake
27,16079,fake
60,43687,fake
18,119573,fake
25,109811,fake
64,60642,fake
65,82592,fake
40,58974,fake
23,79039,fake
39,111740,fake
54,17169,fake
47,68255,fake
36,105103,fake
40,31500,fake
56,82754,fake
49,121858,fake
30,124604,fake
32,50251,fake
30,54396,fake
50,107922,fake
30,121379,fake
53,45915,fake
40,137290,fake
36,125040,fake
35,121585,fake
32,102868,fake
42,102099,fake
47,112647,fake
60,70200,fake
39,109627,fake
36,43298,fake
59,142003,fake
60,57846,fake
50,26358,fake
45,18433,fake
31,123845,fake
60,122522,fake
28,91001,fake
55,142539,fake
58,17350,fake
60,129285,fake
44,95321,fake
25,132101,fake
40,109063,fake
42,78454,fake
31,116805,fake
27,63227,fake
65,90252,fake
54,69159,fake
54,20639,fake
23,73982,fake
29,94065,fake
30,35572,fake
55,82711,fake
23,127867,fake
41,52150,fake
35,46955,fake
59,146080,fake
21,140301,fake
20,94662,fake
25,145122,fake
50,74075,fake
54,81671,fake
36,67457,fake
21,139164,fake
60,25668,fake
32,69576,fake
38,115523,fake
41,32393,fake
44,137726,fake
58,85584,fake
38,109370,fake
50,40609,fake
24,41126,fake
37,73237,fake
32,43336,fake
25,69143,fake
29,137054,fake
44,126238,fake
38,76662,fake
53,133291,fake
57,33229,fake
62,137305,fake
29,111183,fake
44,93245,fake
44,76182,fake
40,110300,fake
48,43774,fake
